Xception+ResNet50, Full, No, 305152, PCC, 0.7714, 0.7429, 0.7941, 0.7941, 0.7941, 0.7941, 0.8235, 0.7941, 0.6765, 0.8235, 0.7808, 0.0412
Xception+ResNet50, Full, No, 305152, J48, 0.6857, 0.7143, 0.7941, 0.8529, 0.6176, 0.6765, 0.7647, 0.8824, 0.7647, 0.7059, 0.7459, 0.0778
Xception+ResNet50, Full, No, 305152, RBF, 0.8857, 0.9429, 0.8824, 0.8235, 0.9412, 0.9412, 0.9118, 0.9118, 0.9412, 0.8824, 0.9064, 0.0367
Xception+ResNet50, Full, No, 305152, LinearSVM, 0.8857, 0.9143, 0.9118, 0.8824, 0.9412, 0.9706, 0.9118, 1.0000, 0.9118, 0.9706, 0.9300, 0.0371
Xception+ResNet50, Full, No, 305152, MLP, 0.8857, 0.9143, 0.9118, 0.8529, 0.9706, 0.9118, 0.8824, 0.9118, 0.8824, 0.9706, 0.9094, 0.0357
Xception+ResNet50, Full, No, 305152, Logistic, 0.8857, 0.9429, 0.9118, 0.8824, 0.9706, 0.9706, 0.9118, 1.0000, 0.9118, 0.9706, 0.9358, 0.0386
Xception+ResNet50, Full, No, 305152, RandomForest, 0.8286, 0.8286, 0.8529, 0.7941, 0.9706, 0.9118, 0.9412, 0.9118, 0.9412, 0.9412, 0.8922, 0.0578
Xception+ResNet50, Full, No, 305152, Adaboost, 0.7714, 0.8286, 0.9118, 0.8824, 0.9412, 0.8529, 0.9118, 0.8235, 0.9706, 0.9412, 0.8835, 0.0600
Xception+ResNet50, Full, No, 305152, Gaussian, 0.6571, 0.7714, 0.7941, 0.5882, 0.6765, 0.6765, 0.8529, 0.7647, 0.6765, 0.6471, 0.7105, 0.0770
VGG16+VGG19, Full, No, 50176, PCC, 0.5429, 0.5714, 0.5882, 0.6176, 0.7353, 0.5588, 0.7059, 0.5294, 0.6176, 0.7353, 0.6203, 0.0743
VGG16+VGG19, Full, No, 50176, J48, 0.5714, 0.7429, 0.6471, 0.7059, 0.6471, 0.6765, 0.6765, 0.7059, 0.8529, 0.8529, 0.7079, 0.0844
VGG16+VGG19, Full, No, 50176, RBF, 0.7714, 0.8000, 0.8824, 0.7647, 0.7941, 0.9118, 0.8824, 0.8824, 0.9412, 0.8824, 0.8513, 0.0595
VGG16+VGG19, Full, No, 50176, LinearSVM, 0.8857, 0.8571, 0.9706, 0.8529, 0.9118, 0.8824, 0.8824, 0.9412, 0.9412, 0.9118, 0.9037, 0.0366
VGG16+VGG19, Full, No, 50176, MLP, 0.4286, 0.9143, 0.9412, 0.5882, 0.5000, 0.5294, 0.8529, 0.9118, 0.6471, 1.0000, 0.7313, 0.2026
VGG16+VGG19, Full, No, 50176, Logistic, 0.8857, 0.8571, 0.9706, 0.8529, 0.9118, 0.8824, 0.8824, 0.9412, 0.9412, 0.9118, 0.9037, 0.0366
VGG16+VGG19, Full, No, 50176, RandomForest, 0.8571, 0.9143, 0.8824, 0.8235, 0.8529, 0.8529, 0.8529, 0.9118, 0.9412, 0.9412, 0.8830, 0.0394
VGG16+VGG19, Full, No, 50176, Adaboost, 0.8000, 0.8286, 0.8235, 0.7941, 0.7647, 0.8235, 0.7941, 0.7059, 0.8824, 0.8824, 0.8099, 0.0497
VGG16+VGG19, Full, No, 50176, Gaussian, 0.7714, 0.7429, 0.6765, 0.5294, 0.7353, 0.8235, 0.5588, 0.8235, 0.7059, 0.6765, 0.7044, 0.0942
Xception, Full, No, 204800, PCC, 0.7429, 0.7429, 0.7647, 0.7647, 0.6765, 0.7353, 0.7941, 0.8235, 0.7647, 0.7647, 0.7574, 0.0366
Xception, Full, No, 204800, J48, 0.7714, 0.6857, 0.6471, 0.6471, 0.5882, 0.7353, 0.5588, 0.7059, 0.7059, 0.7353, 0.6781, 0.0641
Xception, Full, No, 204800, RBF, 0.8286, 0.8286, 0.8824, 0.8235, 0.8824, 0.9118, 0.8529, 0.8824, 0.8824, 0.8235, 0.8598, 0.0306
Xception, Full, No, 204800, LinearSVM, 0.8571, 0.8571, 0.9118, 0.8824, 0.9118, 0.9412, 0.9412, 0.9118, 0.8235, 0.9118, 0.8950, 0.0368
Xception, Full, No, 204800, MLP, 0.8857, 0.9429, 0.8529, 0.8529, 0.9412, 0.9118, 0.8529, 0.8824, 0.8235, 0.9412, 0.8887, 0.0414
Xception, Full, No, 204800, Logistic, 0.8000, 0.8857, 0.9118, 0.8824, 0.9118, 0.9412, 0.9118, 0.9118, 0.8235, 0.9118, 0.8892, 0.0419
Xception, Full, No, 204800, RandomForest, 0.7714, 0.8571, 0.8529, 0.7941, 0.9118, 0.9118, 0.8529, 0.8824, 0.8235, 0.9412, 0.8599, 0.0511
Xception, Full, No, 204800, Adaboost, 0.7143, 0.8571, 0.7941, 0.8529, 0.9412, 0.8235, 0.8824, 0.7941, 0.8235, 0.7941, 0.8277, 0.0580
Xception, Full, No, 204800, Gaussian, 0.7714, 0.5143, 0.7059, 0.5882, 0.6765, 0.7353, 0.7059, 0.7353, 0.7059, 0.7647, 0.6903, 0.0765
VGG16, Full, No, 25088, PCC, 0.5714, 0.5429, 0.6471, 0.5882, 0.7059, 0.6176, 0.6176, 0.6176, 0.6765, 0.7647, 0.6350, 0.0627
VGG16, Full, No, 25088, J48, 0.6286, 0.6286, 0.8529, 0.7059, 0.8235, 0.7647, 0.5882, 0.7941, 0.8529, 0.7059, 0.7345, 0.0927
VGG16, Full, No, 25088, RBF, 0.7714, 0.8000, 0.8824, 0.7647, 0.8824, 0.9118, 0.8824, 0.8529, 0.9118, 0.9118, 0.8571, 0.0548
VGG16, Full, No, 25088, LinearSVM, 0.9143, 0.8571, 0.9118, 0.8529, 0.9412, 0.9118, 0.8824, 0.8824, 0.9412, 0.9118, 0.9007, 0.0295
VGG16, Full, No, 25088, MLP, 0.8571, 0.8571, 0.8529, 0.8235, 0.9412, 0.9412, 0.8529, 0.8235, 0.9706, 0.9706, 0.8891, 0.0565
VGG16, Full, No, 25088, Logistic, 0.8857, 0.8571, 0.9118, 0.8529, 0.9412, 0.9118, 0.8824, 0.8824, 0.9412, 0.9118, 0.8978, 0.0294
VGG16, Full, No, 25088, RandomForest, 0.7429, 0.8857, 0.8529, 0.8235, 0.8529, 0.8529, 0.7941, 0.9706, 0.9706, 0.9412, 0.8687, 0.0711
VGG16, Full, No, 25088, Adaboost, 0.7429, 0.8000, 0.8529, 0.7647, 0.8235, 0.8235, 0.9118, 0.9118, 0.8529, 0.9118, 0.8396, 0.0575
VGG16, Full, No, 25088, Gaussian, 0.7429, 0.7429, 0.7059, 0.5000, 0.7941, 0.7941, 0.6471, 0.8235, 0.6765, 0.6765, 0.7103, 0.0892
VGG19, Full, No, 25088, PCC, 0.5143, 0.4857, 0.6176, 0.5000, 0.7059, 0.5882, 0.6471, 0.5882, 0.5588, 0.5882, 0.5794, 0.0648
VGG19, Full, No, 25088, J48, 0.6857, 0.8286, 0.7941, 0.6471, 0.6765, 0.8235, 0.7941, 0.7647, 0.8824, 0.8824, 0.7779, 0.0794
VGG19, Full, No, 25088, RBF, 0.7429, 0.8286, 0.9118, 0.7941, 0.7941, 0.8824, 0.8824, 0.8824, 0.9118, 0.8529, 0.8483, 0.0538
VGG19, Full, No, 25088, LinearSVM, 0.8571, 0.8571, 0.9412, 0.8235, 0.9118, 0.8824, 0.8824, 0.9412, 0.9412, 0.8824, 0.8920, 0.0388
VGG19, Full, No, 25088, MLP, 0.8571, 0.8857, 0.9118, 0.8235, 0.8824, 0.9412, 0.8529, 0.8529, 0.9118, 0.9412, 0.8861, 0.0379
VGG19, Full, No, 25088, Logistic, 0.8571, 0.8571, 0.9412, 0.7941, 0.9118, 0.8824, 0.8824, 0.9412, 0.9412, 0.9412, 0.8950, 0.0471
VGG19, Full, No, 25088, RandomForest, 0.8000, 0.8857, 0.9118, 0.8529, 0.7059, 0.9118, 0.9118, 0.8824, 0.9706, 0.8824, 0.8715, 0.0693
VGG19, Full, No, 25088, Adaboost, 0.7714, 0.8857, 0.8824, 0.7647, 0.8529, 0.8824, 0.8529, 0.8824, 0.9706, 0.8529, 0.8598, 0.0561
VGG19, Full, No, 25088, Gaussian, 0.7714, 0.7143, 0.6176, 0.5882, 0.6765, 0.7353, 0.6471, 0.8235, 0.7059, 0.5882, 0.6868, 0.0743
ResNet50, Full, No, 100352, PCC, 0.7143, 0.6000, 0.7353, 0.7647, 0.7941, 0.7353, 0.8529, 0.8529, 0.7059, 0.8235, 0.7579, 0.0737
ResNet50, Full, No, 100352, J48, 0.6857, 0.8571, 0.8235, 0.7941, 0.7353, 0.7059, 0.7941, 0.8824, 0.8235, 0.6471, 0.7749, 0.0738
ResNet50, Full, No, 100352, RBF, 0.9143, 0.9143, 0.8529, 0.8235, 0.9412, 0.9706, 0.8235, 0.9412, 0.9118, 0.8824, 0.8976, 0.0480
ResNet50, Full, No, 100352, LinearSVM, 0.8857, 0.9429, 0.9118, 0.8824, 0.9706, 0.9706, 0.9118, 1.0000, 0.9118, 0.9706, 0.9358, 0.0386
ResNet50, Full, No, 100352, MLP, 0.9143, 0.9714, 0.9118, 0.8235, 0.9706, 0.8824, 0.8824, 0.9118, 0.9412, 0.9118, 0.9121, 0.0417
